sample	cohort	condition	role	tool	input_reads_used	expected_c2_reads_at_depth	candidate_reads	strict_c2_best_reads	c2_tied_best_reads	c2_supported_reads	non_c2_best_reads	unmapped_reads	strict_c2_best_rate	c2_tied_best_rate	c2_supported_rate	non_c2_best_rate	unmapped_rate	candidate_reads_per_million	strict_c2_best_reads_per_million	c2_supported_reads_per_million
DRR171763_SAMD00114771_c2Positive_rank34_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	3000000	288.9	3385	191	267	458	57	2870	0.056425	0.078877	0.135303	0.016839	0.847858	1128.3333333333335	63.666666666666664	152.66666666666669
DRR171763_SAMD00114771_c2Positive_rank34_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	3000000	288.9	435	433	1	434	1	0	0.995402	0.002299	0.997701	0.002299	0.0	145.0	144.33333333333334	144.66666666666666
DRR171764_SAMD00114772_c2Positive_rank36_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	268.8	624	232	55	287	23	314	0.371795	0.088141	0.459936	0.036859	0.503205	208.0	77.33333333333333	95.66666666666667
DRR171764_SAMD00114772_c2Positive_rank36_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	268.8	3133	185	112	297	15	2821	0.059049	0.035748	0.094797	0.004788	0.900415	1044.3333333333333	61.66666666666667	99.0
DRR171764_SAMD00114772_c2Positive_rank36_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	268.8	101	96	3	99	0	2	0.950495	0.029703	0.980198	0.0	0.019802	33.666666666666664	32.0	33.0
DRR171765_SAMD00114773_c2Positive_rank69_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	3000000	22.2	824	431	72	503	67	254	0.523058	0.087379	0.610437	0.081311	0.308252	274.66666666666663	143.66666666666666	167.66666666666666
DRR171765_SAMD00114773_c2Positive_rank69_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	3000000	22.2	3229	253	70	323	60	2846	0.078352	0.021679	0.100031	0.018582	0.881387	1076.3333333333335	84.33333333333333	107.66666666666666
DRR171765_SAMD00114773_c2Positive_rank69_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	3000000	22.2	173	169	2	171	2	0	0.976879	0.011561	0.988439	0.011561	0.0	57.66666666666667	56.33333333333333	57.0
DRR171766_SAMD00114774_zeroFna_rank196_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	894	414	121	535	34	325	0.463087	0.135347	0.598434	0.038031	0.363535	298.0	138.0	178.33333333333331
DRR171766_SAMD00114774_zeroFna_rank196_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2768	48	126	174	62	2532	0.017341	0.04552	0.062861	0.022399	0.91474	922.6666666666667	16.0	58.0
DRR171766_SAMD00114774_zeroFna_rank196_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	277	276	1	277	0	0	0.99639	0.00361	1.0	0.0	0.0	92.33333333333333	92.0	92.33333333333333
DRR171767_SAMD00114775_zeroFna_rank48_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	776	331	109	440	17	319	0.426546	0.140464	0.56701	0.021907	0.411082	258.66666666666663	110.33333333333334	146.66666666666666
DRR171767_SAMD00114775_zeroFna_rank48_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2905	22	77	99	25	2781	0.007573	0.026506	0.034079	0.008606	0.957315	968.3333333333333	7.333333333333333	33.0
DRR171767_SAMD00114775_zeroFna_rank48_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	241	241	0	241	0	0	1.0	0.0	1.0	0.0	0.0	80.33333333333334	80.33333333333334	80.33333333333334
DRR171768_SAMD00114776_c2Positive_rank12_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	2553.3	1152	740	72	812	34	306	0.642361	0.0625	0.704861	0.029514	0.265625	384.0	246.66666666666669	270.6666666666667
DRR171768_SAMD00114776_c2Positive_rank12_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	2553.3	4236	966	613	1579	70	2587	0.228045	0.144712	0.372757	0.016525	0.610718	1412.0	322.0	526.3333333333333
DRR171768_SAMD00114776_c2Positive_rank12_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	2553.3	297	293	3	296	1	0	0.986532	0.010101	0.996633	0.003367	0.0	99.0	97.66666666666667	98.66666666666666
DRR171769_SAMD00114777_c2Positive_rank54_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	76.8	696	284	57	341	40	315	0.408046	0.081897	0.489943	0.057471	0.452586	232.0	94.66666666666667	113.66666666666666
DRR171769_SAMD00114777_c2Positive_rank54_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	76.8	3323	167	369	536	147	2640	0.050256	0.111044	0.1613	0.044237	0.794463	1107.6666666666667	55.666666666666664	178.66666666666666
DRR171769_SAMD00114777_c2Positive_rank54_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	76.8	135	134	1	135	0	0	0.992593	0.007407	1.0	0.0	0.0	45.0	44.666666666666664	45.0
DRR171770_SAMD00114779_zeroFna_rank80_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	608	307	44	351	15	242	0.504934	0.072368	0.577303	0.024671	0.398026	202.66666666666666	102.33333333333333	117.0
DRR171770_SAMD00114779_zeroFna_rank80_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2733	40	20	60	19	2654	0.014636	0.007318	0.021954	0.006952	0.971094	911.0	13.333333333333334	20.0
DRR171770_SAMD00114779_zeroFna_rank80_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	211	211	0	211	0	0	1.0	0.0	1.0	0.0	0.0	70.33333333333334	70.33333333333334	70.33333333333334
DRR171771_SAMD00114780_zeroFna_rank395_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	815	424	86	510	57	248	0.520245	0.105521	0.625767	0.069939	0.304294	271.6666666666667	141.33333333333334	170.0
DRR171771_SAMD00114780_zeroFna_rank395_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3422	200	107	307	60	3055	0.058445	0.031268	0.089714	0.017534	0.892753	1140.6666666666665	66.66666666666667	102.33333333333333
DRR171771_SAMD00114780_zeroFna_rank395_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	211	210	0	210	1	0	0.995261	0.0	0.995261	0.004739	0.0	70.33333333333334	70.0	70.0
DRR171772_SAMD00114784_zeroFna_rank376_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	996	530	70	600	60	336	0.532129	0.070281	0.60241	0.060241	0.337349	332.0	176.66666666666666	200.0
DRR171772_SAMD00114784_zeroFna_rank376_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3308	205	54	259	45	3004	0.061971	0.016324	0.078295	0.013603	0.908102	1102.6666666666667	68.33333333333333	86.33333333333334
DRR171772_SAMD00114784_zeroFna_rank376_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	265	262	2	264	1	0	0.988679	0.007547	0.996226	0.003774	0.0	88.33333333333333	87.33333333333333	88.0
DRR171773_SAMD00114785_zeroFna_rank218_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	986	452	91	543	35	408	0.458418	0.092292	0.55071	0.035497	0.413793	328.6666666666667	150.66666666666669	181.0
DRR171773_SAMD00114785_zeroFna_rank218_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3231	65	213	278	47	2906	0.020118	0.065924	0.086041	0.014547	0.899412	1077.0	21.666666666666668	92.66666666666667
DRR171773_SAMD00114785_zeroFna_rank218_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	360	360	0	360	0	0	1.0	0.0	1.0	0.0	0.0	120.0	120.0	120.0
DRR171774_SAMD00114786_zeroFna_rank142_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	560	142	40	182	21	357	0.253571	0.071429	0.325	0.0375	0.6375	186.66666666666666	47.333333333333336	60.666666666666664
DRR171774_SAMD00114786_zeroFna_rank142_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2834	2	54	56	23	2755	0.000706	0.019054	0.01976	0.008116	0.972124	944.6666666666666	0.6666666666666667	18.666666666666664
DRR171774_SAMD00114786_zeroFna_rank142_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	95	95	0	95	0	0	1.0	0.0	1.0	0.0	0.0	31.666666666666668	31.666666666666668	31.666666666666668
DRR171776_SAMD00114788_zeroFna_rank29_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	769	270	73	343	32	394	0.351105	0.094928	0.446034	0.041612	0.512354	256.33333333333337	90.0	114.33333333333334
DRR171776_SAMD00114788_zeroFna_rank29_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2859	15	99	114	33	2712	0.005247	0.034627	0.039874	0.011542	0.948583	953.0	5.0	38.0
DRR171776_SAMD00114788_zeroFna_rank29_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	221	221	0	221	0	0	1.0	0.0	1.0	0.0	0.0	73.66666666666666	73.66666666666666	73.66666666666666
DRR171777_SAMD00114789_zeroFna_rank14_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	901	405	63	468	39	394	0.449501	0.069922	0.519423	0.043285	0.437292	300.3333333333333	135.0	156.0
DRR171777_SAMD00114789_zeroFna_rank14_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2693	34	73	107	42	2544	0.012625	0.027107	0.039733	0.015596	0.944671	897.6666666666666	11.333333333333334	35.66666666666667
DRR171777_SAMD00114789_zeroFna_rank14_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	293	292	1	293	0	0	0.996587	0.003413	1.0	0.0	0.0	97.66666666666667	97.33333333333333	97.66666666666667
DRR171778_SAMD00114790_zeroFna_rank50_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	517	183	47	230	17	270	0.353965	0.090909	0.444874	0.032882	0.522244	172.33333333333334	61.0	76.66666666666667
DRR171778_SAMD00114790_zeroFna_rank50_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2935	34	149	183	30	2722	0.011584	0.050767	0.062351	0.010221	0.927428	978.3333333333333	11.333333333333334	61.0
DRR171778_SAMD00114790_zeroFna_rank50_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	145	145	0	145	0	0	1.0	0.0	1.0	0.0	0.0	48.333333333333336	48.333333333333336	48.333333333333336
DRR171779_SAMD00114791_zeroFna_rank43_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	797	339	66	405	32	360	0.425345	0.082811	0.508156	0.040151	0.451694	265.66666666666663	113.0	135.0
DRR171779_SAMD00114791_zeroFna_rank43_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2978	42	75	117	39	2822	0.014103	0.025185	0.039288	0.013096	0.947616	992.6666666666666	14.0	39.0
DRR171779_SAMD00114791_zeroFna_rank43_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	247	247	0	247	0	0	1.0	0.0	1.0	0.0	0.0	82.33333333333333	82.33333333333333	82.33333333333333
DRR171780_SAMD00114793_zeroFna_rank45_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	738	402	52	454	46	238	0.544715	0.070461	0.615176	0.062331	0.322493	246.00000000000003	134.0	151.33333333333334
DRR171780_SAMD00114793_zeroFna_rank45_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2822	181	136	317	67	2438	0.064139	0.048193	0.112332	0.023742	0.863926	940.6666666666667	60.333333333333336	105.66666666666667
DRR171780_SAMD00114793_zeroFna_rank45_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	263	262	0	262	1	0	0.996198	0.0	0.996198	0.003802	0.0	87.66666666666667	87.33333333333333	87.33333333333333
DRR171781_SAMD00114794_zeroFna_rank79_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	491	206	37	243	28	220	0.419552	0.075356	0.494908	0.057026	0.448065	163.66666666666666	68.66666666666666	81.0
DRR171781_SAMD00114794_zeroFna_rank79_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2754	13	45	58	25	2671	0.00472	0.01634	0.02106	0.009078	0.969862	918.0	4.333333333333333	19.333333333333332
DRR171781_SAMD00114794_zeroFna_rank79_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	149	149	0	149	0	0	1.0	0.0	1.0	0.0	0.0	49.66666666666667	49.66666666666667	49.66666666666667
DRR171782_SAMD00114795_zeroFna_rank139_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1103	567	85	652	62	389	0.514053	0.077063	0.591115	0.05621	0.352675	367.66666666666663	189.0	217.33333333333331
DRR171782_SAMD00114795_zeroFna_rank139_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3465	136	322	458	57	2950	0.03925	0.092929	0.132179	0.01645	0.851371	1155.0	45.333333333333336	152.66666666666669
DRR171782_SAMD00114795_zeroFna_rank139_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	463	463	0	463	0	0	1.0	0.0	1.0	0.0	0.0	154.33333333333334	154.33333333333334	154.33333333333334
DRR171783_SAMD00114796_zeroFna_rank4_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	354	95	45	140	11	203	0.268362	0.127119	0.39548	0.031073	0.573446	118.0	31.666666666666668	46.666666666666664
DRR171783_SAMD00114796_zeroFna_rank4_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2774	13	53	66	12	2696	0.004686	0.019106	0.023792	0.004326	0.971882	924.6666666666666	4.333333333333333	22.0
DRR171783_SAMD00114796_zeroFna_rank4_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	74	74	0	74	0	0	1.0	0.0	1.0	0.0	0.0	24.666666666666664	24.666666666666664	24.666666666666664
DRR171784_SAMD00114797_zeroFna_rank8_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	684	281	68	349	30	305	0.410819	0.099415	0.510234	0.04386	0.445906	228.0	93.66666666666666	116.33333333333333
DRR171784_SAMD00114797_zeroFna_rank8_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3086	18	248	266	42	2778	0.005833	0.080363	0.086196	0.01361	0.900194	1028.6666666666667	6.0	88.66666666666666
DRR171784_SAMD00114797_zeroFna_rank8_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	201	201	0	201	0	0	1.0	0.0	1.0	0.0	0.0	67.0	67.0	67.0
DRR171785_SAMD00114799_zeroFna_rank55_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	706	349	36	385	20	301	0.494334	0.050992	0.545326	0.028329	0.426346	235.33333333333331	116.33333333333333	128.33333333333331
DRR171785_SAMD00114799_zeroFna_rank55_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2797	37	38	75	36	2686	0.013228	0.013586	0.026814	0.012871	0.960315	932.3333333333333	12.333333333333332	25.0
DRR171785_SAMD00114799_zeroFna_rank55_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	260	260	0	260	0	0	1.0	0.0	1.0	0.0	0.0	86.66666666666667	86.66666666666667	86.66666666666667
DRR171786_SAMD00114800_zeroFna_rank11_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	505	212	52	264	22	219	0.419802	0.10297	0.522772	0.043564	0.433663	168.33333333333331	70.66666666666667	88.0
DRR171786_SAMD00114800_zeroFna_rank11_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3505	48	320	368	45	3092	0.013695	0.091298	0.104993	0.012839	0.882168	1168.3333333333333	16.0	122.66666666666667
DRR171786_SAMD00114800_zeroFna_rank11_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	137	136	0	136	1	0	0.992701	0.0	0.992701	0.007299	0.0	45.666666666666664	45.333333333333336	45.333333333333336
DRR171789_SAMD00114804_zeroFna_rank166_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	830	345	60	405	41	384	0.415663	0.072289	0.487952	0.049398	0.462651	276.66666666666663	115.0	135.0
DRR171789_SAMD00114804_zeroFna_rank166_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3140	24	62	86	34	3020	0.007643	0.019745	0.027389	0.010828	0.961783	1046.6666666666667	8.0	28.666666666666668
DRR171789_SAMD00114804_zeroFna_rank166_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	273	273	0	273	0	0	1.0	0.0	1.0	0.0	0.0	91.0	91.0	91.0
DRR171790_SAMD00114806_zeroFna_rank188_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	496	127	65	192	20	284	0.256048	0.131048	0.387097	0.040323	0.572581	165.33333333333334	42.33333333333333	64.0
DRR171790_SAMD00114806_zeroFna_rank188_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2883	6	39	45	18	2820	0.002081	0.013528	0.015609	0.006243	0.978148	961.0	2.0	15.0
DRR171790_SAMD00114806_zeroFna_rank188_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	100	100	0	100	0	0	1.0	0.0	1.0	0.0	0.0	33.333333333333336	33.333333333333336	33.333333333333336
DRR171791_SAMD00114807_c2Positive_rank78_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	3000000	9.6	1201	585	107	692	60	449	0.487094	0.089092	0.576187	0.049958	0.373855	400.3333333333333	195.0	230.66666666666669
DRR171791_SAMD00114807_c2Positive_rank78_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	3000000	9.6	3237	85	182	267	60	2910	0.026259	0.056225	0.082484	0.018536	0.898981	1079.0	28.333333333333332	89.0
DRR171791_SAMD00114807_c2Positive_rank78_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	3000000	9.6	465	465	0	465	0	0	1.0	0.0	1.0	0.0	0.0	155.0	155.0	155.0
DRR171792_SAMD00114808_zeroFna_rank220_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	980	386	114	500	41	439	0.393878	0.116327	0.510204	0.041837	0.447959	326.6666666666667	128.66666666666666	166.66666666666666
DRR171792_SAMD00114808_zeroFna_rank220_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3841	54	175	229	37	3575	0.014059	0.045561	0.05962	0.009633	0.930747	1280.3333333333335	18.0	76.33333333333334
DRR171792_SAMD00114808_zeroFna_rank220_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	277	276	1	277	0	0	0.99639	0.00361	1.0	0.0	0.0	92.33333333333333	92.0	92.33333333333333
DRR171793_SAMD00114809_zeroFna_rank227_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	525	242	39	281	16	228	0.460952	0.074286	0.535238	0.030476	0.434286	175.0	80.66666666666667	93.66666666666666
DRR171793_SAMD00114809_zeroFna_rank227_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2926	21	54	75	22	2829	0.007177	0.018455	0.025632	0.007519	0.966849	975.3333333333334	7.0	25.0
DRR171793_SAMD00114809_zeroFna_rank227_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	171	170	1	171	0	0	0.994152	0.005848	1.0	0.0	0.0	57.0	56.666666666666664	57.0
DRR171794_SAMD00114810_zeroFna_rank181_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	735	312	68	380	41	314	0.42449	0.092517	0.517007	0.055782	0.427211	245.0	104.0	126.66666666666667
DRR171794_SAMD00114810_zeroFna_rank181_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2971	34	63	97	42	2832	0.011444	0.021205	0.032649	0.014137	0.953214	990.3333333333333	11.333333333333334	32.33333333333333
DRR171794_SAMD00114810_zeroFna_rank181_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	232	232	0	232	0	0	1.0	0.0	1.0	0.0	0.0	77.33333333333333	77.33333333333333	77.33333333333333
DRR171795_SAMD00114811_c2Positive_rank50_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	89.4	656	287	69	356	47	253	0.4375	0.105183	0.542683	0.071646	0.385671	218.66666666666669	95.66666666666667	118.66666666666667
DRR171795_SAMD00114811_c2Positive_rank50_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	89.4	3269	113	175	288	41	2940	0.034567	0.053533	0.0881	0.012542	0.899358	1089.6666666666667	37.66666666666667	96.0
DRR171795_SAMD00114811_c2Positive_rank50_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	89.4	204	203	0	203	1	0	0.995098	0.0	0.995098	0.004902	0.0	68.0	67.66666666666667	67.66666666666667
DRR171796_SAMD00114812_zeroFna_rank238_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1060	524	96	620	58	382	0.49434	0.090566	0.584906	0.054717	0.360377	353.3333333333333	174.66666666666666	206.66666666666666
DRR171796_SAMD00114812_zeroFna_rank238_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2966	70	137	207	67	2692	0.023601	0.04619	0.069791	0.022589	0.90762	988.6666666666667	23.333333333333332	69.0
DRR171796_SAMD00114812_zeroFna_rank238_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	428	427	0	427	1	0	0.997664	0.0	0.997664	0.002336	0.0	142.66666666666669	142.33333333333334	142.33333333333334
DRR171797_SAMD00114814_zeroFna_rank222_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	402	135	33	168	25	209	0.335821	0.08209	0.41791	0.062189	0.5199	134.0	45.0	56.0
DRR171797_SAMD00114814_zeroFna_rank222_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2969	13	37	50	21	2898	0.004379	0.012462	0.016841	0.007073	0.976086	989.6666666666667	4.333333333333333	16.666666666666668
DRR171797_SAMD00114814_zeroFna_rank222_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	103	103	0	103	0	0	1.0	0.0	1.0	0.0	0.0	34.33333333333333	34.33333333333333	34.33333333333333
DRR171798_SAMD00114815_zeroFna_rank339_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	403	183	47	230	20	153	0.454094	0.116625	0.57072	0.049628	0.379653	134.33333333333334	61.0	76.66666666666667
DRR171798_SAMD00114815_zeroFna_rank339_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3525	83	82	165	15	3345	0.023546	0.023262	0.046809	0.004255	0.948936	1175.0	27.666666666666668	55.0
DRR171798_SAMD00114815_zeroFna_rank339_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	98	97	0	97	1	0	0.989796	0.0	0.989796	0.010204	0.0	32.666666666666664	32.33333333333333	32.33333333333333
DRR171799_SAMD00114816_c2Positive_rank71_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	15.9	866	288	74	362	147	357	0.332564	0.08545	0.418014	0.169746	0.41224	288.6666666666667	96.0	120.66666666666667
DRR171799_SAMD00114816_c2Positive_rank71_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	15.9	3145	161	98	259	183	2703	0.051192	0.031161	0.082353	0.058188	0.859459	1048.3333333333335	53.666666666666664	86.33333333333334
DRR171799_SAMD00114816_c2Positive_rank71_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	15.9	137	130	0	130	7	0	0.948905	0.0	0.948905	0.051095	0.0	45.666666666666664	43.333333333333336	43.333333333333336
DRR171800_SAMD00114817_c2Positive_rank30_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	365.1	526	236	44	280	29	217	0.448669	0.08365	0.532319	0.055133	0.412548	175.33333333333334	78.66666666666666	93.33333333333333
DRR171800_SAMD00114817_c2Positive_rank30_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	365.1	3007	123	84	207	17	2783	0.040905	0.027935	0.068839	0.005653	0.925507	1002.3333333333334	41.0	69.0
DRR171800_SAMD00114817_c2Positive_rank30_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	365.1	120	120	0	120	0	0	1.0	0.0	1.0	0.0	0.0	40.0	40.0	40.0
DRR171801_SAMD00114818_zeroFna_rank325_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	559	273	54	327	19	213	0.488372	0.096601	0.584973	0.033989	0.381038	186.33333333333331	91.0	109.0
DRR171801_SAMD00114818_zeroFna_rank325_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3227	56	45	101	33	3093	0.017354	0.013945	0.031298	0.010226	0.958475	1075.6666666666665	18.666666666666664	33.666666666666664
DRR171801_SAMD00114818_zeroFna_rank325_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	218	218	0	218	0	0	1.0	0.0	1.0	0.0	0.0	72.66666666666667	72.66666666666667	72.66666666666667
DRR171802_SAMD00114819_c2Positive_rank35_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	3000000	278.4	1351	593	135	728	148	475	0.438934	0.099926	0.53886	0.109548	0.351591	450.33333333333337	197.66666666666666	242.66666666666666
DRR171802_SAMD00114819_c2Positive_rank35_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	3000000	278.4	4001	337	598	935	184	2882	0.084229	0.149463	0.233692	0.045989	0.72032	1333.6666666666665	112.33333333333333	311.6666666666667
DRR171802_SAMD00114819_c2Positive_rank35_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	3000000	278.4	326	321	0	321	5	0	0.984663	0.0	0.984663	0.015337	0.0	108.66666666666666	107.0	107.0
DRR171805_SAMD00114822_zeroFna_rank185_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	523	157	51	208	16	299	0.300191	0.097514	0.397706	0.030593	0.571702	174.33333333333334	52.333333333333336	69.33333333333333
DRR171805_SAMD00114822_zeroFna_rank185_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2818	22	35	57	31	2730	0.007807	0.01242	0.020227	0.011001	0.968772	939.3333333333334	7.333333333333333	19.0
DRR171805_SAMD00114822_zeroFna_rank185_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	119	119	0	119	0	0	1.0	0.0	1.0	0.0	0.0	39.666666666666664	39.666666666666664	39.666666666666664
