sample	cohort	condition	role	tool	signal_unit	input_reads_used	paper_fna_c2_percent	expected_c2_reads_at_depth	fna_c2_signal	fna_c1_signal	non_c1c2_signal	other_or_unmapped_signal
DRR171799_SAMD00114816_c2Positive_rank71_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00053	15.9	1048.333333	263.666667	2509.0	996179.0
DRR171799_SAMD00114816_c2Positive_rank71_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00053	15.9	45.666667	0.333333	11.666667	999942.333333
DRR171799_SAMD00114816_c2Positive_rank71_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00053	15.9	0.0	0.0	0.0	100.0
DRR171800_SAMD00114817_c2Positive_rank30_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.01217	365.1	175.666667	33.666667	144.0	999646.666667
DRR171800_SAMD00114817_c2Positive_rank30_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.01217	365.1	1002.333333	280.0	2255.666667	996462.0
DRR171800_SAMD00114817_c2Positive_rank30_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.01217	365.1	40.0	0.333333	10.333333	999949.333333
DRR171800_SAMD00114817_c2Positive_rank30_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.01217	365.1	0.0	0.0	0.0	100.0
DRR171801_SAMD00114818_zeroFna_rank325_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	186.666667	43.0	121.666667	999648.666667
DRR171801_SAMD00114818_zeroFna_rank325_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1077.0	216.0	2392.666667	996314.333333
DRR171801_SAMD00114818_zeroFna_rank325_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	72.666667	0.0	0.0	999927.333333
DRR171801_SAMD00114818_zeroFna_rank325_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171802_SAMD00114819_c2Positive_rank35_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00928	278.4	451.333333	97.333333	402.666667	999048.666667
DRR171802_SAMD00114819_c2Positive_rank35_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	reads_per_million	3000000	0.00928	278.4	1333.666667	319.666667	2732.0	995614.666667
DRR171802_SAMD00114819_c2Positive_rank35_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00928	278.4	108.666667	5.333333	28.666667	999857.333333
DRR171802_SAMD00114819_c2Positive_rank35_head3000k	YachidaS_2019	control	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00928	278.4	0.0	0.0	0.0	100.0
DRR171805_SAMD00114822_zeroFna_rank185_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	175.333333	35.0	114.333333	999675.333333
DRR171805_SAMD00114822_zeroFna_rank185_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	939.333333	232.0	2052.333333	996776.333333
DRR171805_SAMD00114822_zeroFna_rank185_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	39.666667	0.0	2.0	999958.333333
DRR171805_SAMD00114822_zeroFna_rank185_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171806_SAMD00114823_c2Positive_rank6_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.15144	4543.2	718.333333	133.0	657.666667	998491.0
DRR171806_SAMD00114823_c2Positive_rank6_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.15144	4543.2	2227.666667	339.0	3339.666667	994093.666667
DRR171806_SAMD00114823_c2Positive_rank6_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.15144	4543.2	209.666667	13.0	93.333333	999684.0
DRR171806_SAMD00114823_c2Positive_rank6_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.15144	4543.2	66.3118	0.0	0.0	33.6882
DRR171807_SAMD00114824_zeroFna_rank208_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	188.666667	31.333333	247.666667	999532.333333
DRR171807_SAMD00114824_zeroFna_rank208_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	915.333333	192.666667	2074.0	996818.0
DRR171807_SAMD00114824_zeroFna_rank208_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	14.666667	0.0	0.0	999985.333333
DRR171807_SAMD00114824_zeroFna_rank208_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171810_SAMD00114830_zeroFna_rank230_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	238.333333	54.666667	206.666667	999500.333333
DRR171810_SAMD00114830_zeroFna_rank230_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1087.333333	297.333333	2317.333333	996298.0
DRR171810_SAMD00114830_zeroFna_rank230_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	90.666667	0.0	3.0	999906.333333
DRR171810_SAMD00114830_zeroFna_rank230_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171812_SAMD00114832_zeroFna_rank260_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	328.333333	68.666667	212.333333	999390.666667
DRR171812_SAMD00114832_zeroFna_rank260_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1198.666667	269.333333	2290.0	996242.0
DRR171812_SAMD00114832_zeroFna_rank260_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	166.0	0.0	5.666667	999828.333333
DRR171812_SAMD00114832_zeroFna_rank260_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171813_SAMD00114833_zeroFna_rank306_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	409.666667	96.666667	251.0	999242.666667
DRR171813_SAMD00114833_zeroFna_rank306_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1068.666667	252.333333	2353.333333	996325.666667
DRR171813_SAMD00114833_zeroFna_rank306_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	140.333333	0.0	0.333333	999859.333333
DRR171813_SAMD00114833_zeroFna_rank306_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171814_SAMD00114835_c2Positive_rank3_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.22541	6762.3	593.333333	71.333333	488.0	998847.333333
DRR171814_SAMD00114835_c2Positive_rank3_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.22541	6762.3	2425.0	269.333333	2933.0	994372.666667
DRR171814_SAMD00114835_c2Positive_rank3_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.22541	6762.3	108.0	1.333333	68.0	999822.666667
DRR171814_SAMD00114835_c2Positive_rank3_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.22541	6762.3	15.0245	0.0	0.0	84.9755
DRR171815_SAMD00114836_zeroFna_rank234_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	238.0	54.0	143.666667	999564.333333
DRR171815_SAMD00114836_zeroFna_rank234_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	914.333333	205.666667	1963.333333	996916.666667
DRR171815_SAMD00114836_zeroFna_rank234_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	58.666667	0.0	2.0	999939.333333
DRR171815_SAMD00114836_zeroFna_rank234_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171816_SAMD00114837_zeroFna_rank338_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	146.0	31.333333	141.0	999681.666667
DRR171816_SAMD00114837_zeroFna_rank338_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	2195.666667	254.333333	1758.0	995792.0
DRR171816_SAMD00114837_zeroFna_rank338_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	37.333333	0.0	0.0	999962.666667
DRR171816_SAMD00114837_zeroFna_rank338_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171817_SAMD00114838_zeroFna_rank358_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	350.666667	65.666667	157.0	999426.666667
DRR171817_SAMD00114838_zeroFna_rank358_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1157.666667	232.333333	2506.333333	996103.666667
DRR171817_SAMD00114838_zeroFna_rank358_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	99.666667	0.0	1.0	999899.333333
DRR171817_SAMD00114838_zeroFna_rank358_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171818_SAMD00114839_zeroFna_rank381_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	131.333333	33.666667	131.0	999704.0
DRR171818_SAMD00114839_zeroFna_rank381_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	976.666667	236.333333	1950.666667	996836.333333
DRR171818_SAMD00114839_zeroFna_rank381_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	21.666667	0.0	3.0	999975.333333
DRR171818_SAMD00114839_zeroFna_rank381_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171819_SAMD00114841_c2Positive_rank19_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.04875	1462.5	419.666667	76.0	286.666667	999217.666667
DRR171819_SAMD00114841_c2Positive_rank19_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.04875	1462.5	1316.666667	255.333333	2384.666667	996043.333333
DRR171819_SAMD00114841_c2Positive_rank19_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.04875	1462.5	123.666667	0.333333	33.0	999843.0
DRR171819_SAMD00114841_c2Positive_rank19_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.04875	1462.5	6.4354	0.0	0.0	93.5646
DRR171820_SAMD00114844_c2Positive_rank21_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.03801	1140.3	278.0	40.666667	221.333333	999460.0
DRR171820_SAMD00114844_c2Positive_rank21_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.03801	1140.3	1158.0	244.0	2380.0	996218.0
DRR171820_SAMD00114844_c2Positive_rank21_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.03801	1140.3	67.333333	1.0	19.333333	999912.333333
DRR171820_SAMD00114844_c2Positive_rank21_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.03801	1140.3	73.8455	0.0	0.0	26.1545
DRR171821_SAMD00114845_zeroFna_rank307_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	276.666667	64.0	180.333333	999479.0
DRR171821_SAMD00114845_zeroFna_rank307_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1022.666667	232.0	2041.666667	996703.666667
DRR171821_SAMD00114845_zeroFna_rank307_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	82.333333	0.0	2.666667	999915.0
DRR171821_SAMD00114845_zeroFna_rank307_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171822_SAMD00114846_zeroFna_rank337_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	280.666667	53.333333	264.666667	999401.333333
DRR171822_SAMD00114846_zeroFna_rank337_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1030.666667	221.0	2087.666667	996660.666667
DRR171822_SAMD00114846_zeroFna_rank337_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	50.333333	0.0	2.0	999947.666667
DRR171822_SAMD00114846_zeroFna_rank337_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171824_SAMD00114848_c2Positive_rank33_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00972	291.6	200.0	59.666667	146.666667	999593.666667
DRR171824_SAMD00114848_c2Positive_rank33_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00972	291.6	1075.666667	259.333333	2265.333333	996399.666667
DRR171824_SAMD00114848_c2Positive_rank33_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00972	291.6	52.0	0.0	1.0	999947.0
DRR171824_SAMD00114848_c2Positive_rank33_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00972	291.6	0.0	0.0	0.0	0.0
DRR171825_SAMD00114850_zeroFna_rank335_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	285.666667	73.666667	145.333333	999495.333333
DRR171825_SAMD00114850_zeroFna_rank335_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1046.0	246.666667	2166.666667	996540.666667
DRR171825_SAMD00114850_zeroFna_rank335_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	96.0	0.0	1.0	999903.0
DRR171825_SAMD00114850_zeroFna_rank335_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171827_SAMD00114852_zeroFna_rank212_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	217.0	40.333333	189.333333	999553.333333
DRR171827_SAMD00114852_zeroFna_rank212_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1114.666667	269.333333	2202.0	996414.0
DRR171827_SAMD00114852_zeroFna_rank212_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	81.333333	0.0	3.333333	999915.333333
DRR171827_SAMD00114852_zeroFna_rank212_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171829_SAMD00114854_c2Positive_rank61_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00147	44.1	402.0	50.333333	338.666667	999209.0
DRR171829_SAMD00114854_c2Positive_rank61_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	reads_per_million	3000000	0.00147	44.1	2176.333333	250.333333	1780.666667	995792.666667
DRR171829_SAMD00114854_c2Positive_rank61_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00147	44.1	138.0	1.666667	18.0	999842.333333
DRR171829_SAMD00114854_c2Positive_rank61_head3000k	YachidaS_2019	control	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00147	44.1	0.0	0.0	0.0	0.0
DRR171831_SAMD00114856_c2Positive_rank66_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00096	28.8	382.333333	84.0	184.666667	999349.0
DRR171831_SAMD00114856_c2Positive_rank66_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00096	28.8	1019.333333	191.333333	2311.666667	996477.666667
DRR171831_SAMD00114856_c2Positive_rank66_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00096	28.8	110.0	0.333333	0.666667	999889.0
DRR171831_SAMD00114856_c2Positive_rank66_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00096	28.8	0.0	0.0	0.0	100.0
DRR171832_SAMD00114857_c2Positive_rank20_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.04071	1221.3	418.666667	72.333333	197.333333	999311.666667
DRR171832_SAMD00114857_c2Positive_rank20_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.04071	1221.3	1288.333333	249.333333	2313.0	996149.333333
DRR171832_SAMD00114857_c2Positive_rank20_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.04071	1221.3	131.666667	0.333333	5.666667	999862.333333
DRR171832_SAMD00114857_c2Positive_rank20_head3000k	YachidaS_2019	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.04071	1221.3	100.0	0.0	0.0	0.0
DRR171833_SAMD00114858_zeroFna_rank272_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	504.666667	56.666667	528.666667	998910.0
DRR171833_SAMD00114858_zeroFna_rank272_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1160.0	0.0	2374.666667	996465.333333
DRR171833_SAMD00114858_zeroFna_rank272_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	153.666667	0.666667	34.0	999811.666667
DRR171833_SAMD00114858_zeroFna_rank272_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171834_SAMD00114860_zeroFna_rank244_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	197.666667	56.333333	159.666667	999586.333333
DRR171834_SAMD00114860_zeroFna_rank244_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1029.333333	272.0	2142.0	996556.666667
DRR171834_SAMD00114860_zeroFna_rank244_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	46.0	0.0	0.0	999954.0
DRR171834_SAMD00114860_zeroFna_rank244_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171838_SAMD00114867_zeroFna_rank357_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	209.0	57.666667	166.333333	999567.0
DRR171838_SAMD00114867_zeroFna_rank357_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	889.0	243.666667	2122.666667	996744.666667
DRR171838_SAMD00114867_zeroFna_rank357_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	67.333333	0.0	2.333333	999930.333333
DRR171838_SAMD00114867_zeroFna_rank357_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171839_SAMD00114868_zeroFna_rank386_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	233.0	42.0	197.0	999528.0
DRR171839_SAMD00114868_zeroFna_rank386_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1077.666667	345.666667	2250.666667	996326.0
DRR171839_SAMD00114868_zeroFna_rank386_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	79.333333	0.0	1.0	999919.666667
DRR171839_SAMD00114868_zeroFna_rank386_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171840_SAMD00114869_zeroFna_rank315_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	210.666667	47.0	115.666667	999626.666667
DRR171840_SAMD00114869_zeroFna_rank315_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1025.666667	214.333333	2157.333333	996602.666667
DRR171840_SAMD00114869_zeroFna_rank315_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	69.333333	0.0	0.666667	999930.0
DRR171840_SAMD00114869_zeroFna_rank315_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171841_SAMD00114870_zeroFna_rank288_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	532.0	126.0	250.333333	999091.666667
DRR171841_SAMD00114870_zeroFna_rank288_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1044.333333	331.666667	2200.666667	996423.333333
DRR171841_SAMD00114870_zeroFna_rank288_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	211.666667	0.0	3.666667	999784.666667
DRR171841_SAMD00114870_zeroFna_rank288_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171842_SAMD00114872_zeroFna_rank268_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	105.333333	38.666667	122.333333	999733.666667
DRR171842_SAMD00114872_zeroFna_rank268_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1188.666667	196.666667	2145.0	996469.666667
DRR171842_SAMD00114872_zeroFna_rank268_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	22.666667	0.0	7.0	999970.333333
DRR171842_SAMD00114872_zeroFna_rank268_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171843_SAMD00114873_zeroFna_rank248_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	208.333333	51.666667	171.0	999569.0
DRR171843_SAMD00114873_zeroFna_rank248_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1074.666667	238.0	2232.333333	996455.0
DRR171843_SAMD00114873_zeroFna_rank248_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	65.666667	0.0	0.0	999934.333333
DRR171843_SAMD00114873_zeroFna_rank248_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171844_SAMD00114875_zeroFna_rank235_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	95.0	25.666667	94.333333	999785.0
DRR171844_SAMD00114875_zeroFna_rank235_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1111.666667	204.0	2009.0	996675.333333
DRR171844_SAMD00114875_zeroFna_rank235_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	19.0	0.0	0.0	999981.0
DRR171844_SAMD00114875_zeroFna_rank235_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	100.0	0.0
DRR171845_SAMD00114876_zeroFna_rank214_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	134.0	32.0	125.666667	999708.333333
DRR171845_SAMD00114876_zeroFna_rank214_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1013.333333	277.0	2060.333333	996649.333333
DRR171845_SAMD00114876_zeroFna_rank214_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	34.666667	0.0	0.0	999965.333333
DRR171845_SAMD00114876_zeroFna_rank214_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171846_SAMD00114877_zeroFna_rank344_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	155.0	31.666667	115.0	999698.333333
DRR171846_SAMD00114877_zeroFna_rank344_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1215.666667	321.666667	2215.333333	996247.333333
DRR171846_SAMD00114877_zeroFna_rank344_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	26.333333	0.0	0.333333	999973.333333
DRR171846_SAMD00114877_zeroFna_rank344_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171847_SAMD00114878_zeroFna_rank250_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	269.0	51.0	234.333333	999445.666667
DRR171847_SAMD00114878_zeroFna_rank250_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1043.0	0.0	2082.0	996875.0
