sample	cohort	condition	role	tool	signal_unit	input_reads_used	paper_fna_c2_percent	expected_c2_reads_at_depth	fna_c2_signal	fna_c1_signal	non_c1c2_signal	other_or_unmapped_signal
2018_Wirbel_CCMD51864103ST-21-0_zeroFna_rank24_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	205.0	42.333333	203.0	999549.666667
2018_Wirbel_CCMD51864103ST-21-0_zeroFna_rank24_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	588.666667	136.666667	1244.666667	998030.0
2018_Wirbel_CCMD51864103ST-21-0_zeroFna_rank24_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	46.666667	0.333333	4.333333	999948.666667
2018_Wirbel_CCMD51864103ST-21-0_zeroFna_rank24_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD52117727ST-11-0_zeroFna_rank9_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	125.0	21.333333	109.666667	999744.0
2018_Wirbel_CCMD52117727ST-11-0_zeroFna_rank9_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	602.666667	139.0	1386.333333	997872.0
2018_Wirbel_CCMD52117727ST-11-0_zeroFna_rank9_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	31.333333	0.0	1.0	999967.666667
2018_Wirbel_CCMD52117727ST-11-0_zeroFna_rank9_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD52145360ST-11-0_zeroFna_rank10_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	225.333333	28.333333	111.666667	999634.666667
2018_Wirbel_CCMD52145360ST-11-0_zeroFna_rank10_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	650.666667	204.333333	1375.0	997770.0
2018_Wirbel_CCMD52145360ST-11-0_zeroFna_rank10_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	75.333333	0.0	0.333333	999924.333333
2018_Wirbel_CCMD52145360ST-11-0_zeroFna_rank10_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD53508245ST-11-0_zeroFna_rank43_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	242.0	49.0	159.333333	999549.666667
2018_Wirbel_CCMD53508245ST-11-0_zeroFna_rank43_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	941.666667	246.333333	1859.666667	996952.333333
2018_Wirbel_CCMD53508245ST-11-0_zeroFna_rank43_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	89.0	2.0	0.333333	999908.666667
2018_Wirbel_CCMD53508245ST-11-0_zeroFna_rank43_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD53522274ST-11-0_zeroFna_rank74_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	253.333333	63.0	190.333333	999493.333333
2018_Wirbel_CCMD53522274ST-11-0_zeroFna_rank74_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	818.0	228.666667	1867.666667	997085.666667
2018_Wirbel_CCMD53522274ST-11-0_zeroFna_rank74_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	93.333333	0.0	0.333333	999906.333333
2018_Wirbel_CCMD53522274ST-11-0_zeroFna_rank74_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD54057834ST-11-0_zeroFna_rank88_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	254.666667	40.666667	156.666667	999548.0
2018_Wirbel_CCMD54057834ST-11-0_zeroFna_rank88_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	880.666667	231.0	1654.333333	997234.0
2018_Wirbel_CCMD54057834ST-11-0_zeroFna_rank88_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	90.0	0.0	0.0	999910.0
2018_Wirbel_CCMD54057834ST-11-0_zeroFna_rank88_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD56948710ST-11-0_zeroFna_rank80_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	261.0	49.666667	156.666667	999532.666667
2018_Wirbel_CCMD56948710ST-11-0_zeroFna_rank80_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	898.333333	274.666667	1823.333333	997003.666667
2018_Wirbel_CCMD56948710ST-11-0_zeroFna_rank80_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	100.666667	0.0	0.666667	999898.666667
2018_Wirbel_CCMD56948710ST-11-0_zeroFna_rank80_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD59540613ST-11-0_zeroFna_rank84_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	358.0	57.666667	118.333333	999466.0
2018_Wirbel_CCMD59540613ST-11-0_zeroFna_rank84_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	987.0	218.666667	1834.0	996960.333333
2018_Wirbel_CCMD59540613ST-11-0_zeroFna_rank84_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	136.0	0.0	0.333333	999863.666667
2018_Wirbel_CCMD59540613ST-11-0_zeroFna_rank84_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD59583015ST-11-0_zeroFna_rank8_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	250.0	46.333333	132.0	999571.666667
2018_Wirbel_CCMD59583015ST-11-0_zeroFna_rank8_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	725.666667	176.666667	1371.333333	997726.333333
2018_Wirbel_CCMD59583015ST-11-0_zeroFna_rank8_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	95.666667	0.0	0.0	999904.333333
2018_Wirbel_CCMD59583015ST-11-0_zeroFna_rank8_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD60079086ST-21-0_zeroFna_rank37_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	120.0	19.333333	71.666667	999789.0
2018_Wirbel_CCMD60079086ST-21-0_zeroFna_rank37_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	519.666667	140.333333	1025.0	998315.0
2018_Wirbel_CCMD60079086ST-21-0_zeroFna_rank37_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	36.0	0.0	0.0	999964.0
2018_Wirbel_CCMD60079086ST-21-0_zeroFna_rank37_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD63399960ST-21-0_zeroFna_rank15_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	151.666667	22.0	95.0	999731.333333
2018_Wirbel_CCMD63399960ST-21-0_zeroFna_rank15_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	556.333333	118.666667	1091.333333	998233.666667
2018_Wirbel_CCMD63399960ST-21-0_zeroFna_rank15_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	36.666667	0.0	0.0	999963.333333
2018_Wirbel_CCMD63399960ST-21-0_zeroFna_rank15_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD64503764ST-21-0_c2Positive_rank26_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.0002	6.0	124.333333	19.0	93.333333	999763.333333
2018_Wirbel_CCMD64503764ST-21-0_c2Positive_rank26_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.0002	6.0	747.666667	112.666667	764.0	998375.666667
2018_Wirbel_CCMD64503764ST-21-0_c2Positive_rank26_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.0002	6.0	20.0	0.0	0.333333	999979.666667
2018_Wirbel_CCMD64503764ST-21-0_c2Positive_rank26_head3000k	2018 Wirbel et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.0002	6.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD64776337ST-21-0_zeroFna_rank22_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	134.333333	26.333333	94.333333	999745.0
2018_Wirbel_CCMD64776337ST-21-0_zeroFna_rank22_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	489.666667	119.666667	1052.333333	998338.333333
2018_Wirbel_CCMD64776337ST-21-0_zeroFna_rank22_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	41.666667	0.0	1.333333	999957.0
2018_Wirbel_CCMD64776337ST-21-0_zeroFna_rank22_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD65222621ST-11-0_c2Positive_rank25_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00028	8.4	236.666667	26.333333	140.333333	999596.666667
2018_Wirbel_CCMD65222621ST-11-0_c2Positive_rank25_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00028	8.4	586.666667	197.0	1436.666667	997779.666667
2018_Wirbel_CCMD65222621ST-11-0_c2Positive_rank25_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00028	8.4	73.0	0.0	1.333333	999925.666667
2018_Wirbel_CCMD65222621ST-11-0_c2Positive_rank25_head3000k	2018 Wirbel et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00028	8.4	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD65406197ST-11-0_c2Positive_rank19_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00163	48.9	289.0	46.0	260.333333	999404.666667
2018_Wirbel_CCMD65406197ST-11-0_c2Positive_rank19_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00163	48.9	952.666667	239.666667	2045.666667	996762.0
2018_Wirbel_CCMD65406197ST-11-0_c2Positive_rank19_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00163	48.9	95.333333	0.0	33.0	999871.666667
2018_Wirbel_CCMD65406197ST-11-0_c2Positive_rank19_head3000k	2018 Wirbel et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00163	48.9	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD66848156ST-11-0_zeroFna_rank71_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	260.666667	38.333333	124.333333	999576.666667
2018_Wirbel_CCMD66848156ST-11-0_zeroFna_rank71_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	787.333333	251.666667	1655.666667	997305.333333
2018_Wirbel_CCMD66848156ST-11-0_zeroFna_rank71_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	97.333333	0.0	0.0	999902.666667
2018_Wirbel_CCMD66848156ST-11-0_zeroFna_rank71_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD67373733ST-11-0_zeroFna_rank44_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	215.0	50.666667	167.666667	999566.666667
2018_Wirbel_CCMD67373733ST-11-0_zeroFna_rank44_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	810.0	196.333333	1794.333333	997199.333333
2018_Wirbel_CCMD67373733ST-11-0_zeroFna_rank44_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	89.333333	0.0	0.333333	999910.333333
2018_Wirbel_CCMD67373733ST-11-0_zeroFna_rank44_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD68973846ST-11-0_zeroFna_rank94_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	225.0	48.0	186.333333	999540.666667
2018_Wirbel_CCMD68973846ST-11-0_zeroFna_rank94_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	851.0	223.666667	1860.333333	997065.0
2018_Wirbel_CCMD68973846ST-11-0_zeroFna_rank94_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	67.333333	0.0	0.333333	999932.333333
2018_Wirbel_CCMD68973846ST-11-0_zeroFna_rank94_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD71242853ST-11-0_c2Positive_rank14_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00846	253.8	262.0	48.666667	136.333333	999553.0
2018_Wirbel_CCMD71242853ST-11-0_c2Positive_rank14_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00846	253.8	871.666667	238.666667	1614.666667	997275.0
2018_Wirbel_CCMD71242853ST-11-0_c2Positive_rank14_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00846	253.8	88.0	0.0	0.0	999912.0
2018_Wirbel_CCMD71242853ST-11-0_c2Positive_rank14_head3000k	2018 Wirbel et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00846	253.8	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD71915439ST-11-0_c2Positive_rank3_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.42559	12767.7	904.0	47.666667	395.666667	998652.666667
2018_Wirbel_CCMD71915439ST-11-0_c2Positive_rank3_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.42559	12767.7	3396.0	163.0	1246.0	995195.0
2018_Wirbel_CCMD71915439ST-11-0_c2Positive_rank3_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.42559	12767.7	159.0	0.666667	32.666667	999807.666667
2018_Wirbel_CCMD71915439ST-11-0_c2Positive_rank3_head3000k	2018 Wirbel et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.42559	12767.7	100.0	0.0	0.0	0.0
2018_Wirbel_CCMD72666896ST-11-0_zeroFna_rank79_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	144.333333	37.0	155.0	999663.666667
2018_Wirbel_CCMD72666896ST-11-0_zeroFna_rank79_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	827.333333	172.333333	1468.666667	997531.666667
2018_Wirbel_CCMD72666896ST-11-0_zeroFna_rank79_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	42.333333	0.0	0.333333	999957.333333
2018_Wirbel_CCMD72666896ST-11-0_zeroFna_rank79_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD72690923ST-11-0_zeroFna_rank16_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	242.666667	34.666667	70.333333	999652.333333
2018_Wirbel_CCMD72690923ST-11-0_zeroFna_rank16_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	572.666667	176.333333	1117.0	998134.0
2018_Wirbel_CCMD72690923ST-11-0_zeroFna_rank16_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	106.0	0.0	0.0	999894.0
2018_Wirbel_CCMD72690923ST-11-0_zeroFna_rank16_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD72895164ST-21-0_zeroFna_rank17_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	134.0	32.666667	84.333333	999749.0
2018_Wirbel_CCMD72895164ST-21-0_zeroFna_rank17_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	491.333333	127.666667	1021.333333	998359.666667
2018_Wirbel_CCMD72895164ST-21-0_zeroFna_rank17_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	41.333333	0.0	0.0	999958.666667
2018_Wirbel_CCMD72895164ST-21-0_zeroFna_rank17_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD73128545ST-11-0_zeroFna_rank83_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	252.666667	52.0	178.333333	999517.0
2018_Wirbel_CCMD73128545ST-11-0_zeroFna_rank83_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	854.0	249.0	1785.333333	997111.666667
2018_Wirbel_CCMD73128545ST-11-0_zeroFna_rank83_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	69.333333	0.0	0.333333	999930.333333
2018_Wirbel_CCMD73128545ST-11-0_zeroFna_rank83_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD74592084ST-11-0_zeroFna_rank42_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	374.333333	73.666667	224.0	999328.0
2018_Wirbel_CCMD74592084ST-11-0_zeroFna_rank42_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1013.0	318.666667	1951.666667	996716.666667
2018_Wirbel_CCMD74592084ST-11-0_zeroFna_rank42_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	142.666667	0.0	1.0	999856.333333
2018_Wirbel_CCMD74592084ST-11-0_zeroFna_rank42_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD74930188ST-21-0_c2Positive_rank15_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.0073	219.0	136.333333	21.666667	130.333333	999711.666667
2018_Wirbel_CCMD74930188ST-21-0_c2Positive_rank15_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.0073	219.0	519.666667	117.0	1083.333333	998280.0
2018_Wirbel_CCMD74930188ST-21-0_c2Positive_rank15_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.0073	219.0	32.0	0.0	1.0	999967.0
2018_Wirbel_CCMD74930188ST-21-0_c2Positive_rank15_head3000k	2018 Wirbel et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.0073	219.0	0.0	0.0	0.0	100.0
2018_Wirbel_CCMD75147712ST-11-0_zeroFna_rank93_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	314.333333	89.333333	759.666667	998836.666667
2018_Wirbel_CCMD75147712ST-11-0_zeroFna_rank93_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	879.0	225.0	2314.0	996582.0
2018_Wirbel_CCMD75147712ST-11-0_zeroFna_rank93_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	22.666667	0.0	4.333333	999973.0
2018_Wirbel_CCMD75147712ST-11-0_zeroFna_rank93_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD76222476ST-11-0_zeroFna_rank90_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	147.333333	42.666667	134.0	999676.0
2018_Wirbel_CCMD76222476ST-11-0_zeroFna_rank90_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	880.0	273.0	1928.666667	996918.333333
2018_Wirbel_CCMD76222476ST-11-0_zeroFna_rank90_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	52.0	0.0	0.666667	999947.333333
2018_Wirbel_CCMD76222476ST-11-0_zeroFna_rank90_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD76409700ST-11-0_zeroFna_rank62_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	316.666667	72.0	229.0	999382.333333
2018_Wirbel_CCMD76409700ST-11-0_zeroFna_rank62_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	938.0	221.0	1879.333333	996961.666667
2018_Wirbel_CCMD76409700ST-11-0_zeroFna_rank62_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	108.666667	0.0	0.0	999891.333333
2018_Wirbel_CCMD76409700ST-11-0_zeroFna_rank62_head3000k	2018 Wirbel et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD79349503ST-11-0_zeroFna_rank91_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	273.666667	60.0	150.0	999516.333333
2018_Wirbel_CCMD79349503ST-11-0_zeroFna_rank91_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	921.333333	232.0	1734.666667	997112.0
2018_Wirbel_CCMD79349503ST-11-0_zeroFna_rank91_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	99.333333	0.0	0.0	999900.666667
2018_Wirbel_CCMD79349503ST-11-0_zeroFna_rank91_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD79987997ST-21-0_zeroFna_rank23_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	78.0	14.333333	120.0	999787.666667
2018_Wirbel_CCMD79987997ST-21-0_zeroFna_rank23_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	443.333333	120.666667	928.666667	998507.333333
2018_Wirbel_CCMD79987997ST-21-0_zeroFna_rank23_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	10.666667	0.0	0.0	999989.333333
2018_Wirbel_CCMD79987997ST-21-0_zeroFna_rank23_head3000k	2018 Wirbel et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD82866709ST-21-0_c2Positive_rank20_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00162	48.6	276.0	70.666667	486.333333	999167.0
2018_Wirbel_CCMD82866709ST-21-0_c2Positive_rank20_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00162	48.6	661.0	142.333333	1628.0	997568.666667
2018_Wirbel_CCMD82866709ST-21-0_c2Positive_rank20_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00162	48.6	42.666667	3.666667	20.333333	999933.333333
2018_Wirbel_CCMD82866709ST-21-0_c2Positive_rank20_head3000k	2018 Wirbel et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00162	48.6	0.0	0.0	0.0	0.0
2018_Wirbel_CCMD85481373ST-11-0_zeroFna_rank97_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	257.333333	56.0	166.666667	999520.0
2018_Wirbel_CCMD85481373ST-11-0_zeroFna_rank97_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	854.0	273.666667	1651.0	997221.333333
